seconds 	point x 	point y 	point z 	position x	position y	position z	pupil diameter	flag    	

0.08    	-4.36   	0.28    	23.25   	-3.00   	2.19    	0.54    	2.18    	-       	
0.24    	-3.34   	0.28    	28.10   	-3.00   	2.19    	0.54    	2.09    	-       	
0.29    	-3.34   	0.28    	27.37   	-3.00   	2.19    	0.54    	2.08    	-       	
0.33    	-3.32   	0.27    	26.56   	-3.00   	2.19    	0.54    	2.07    	-       	
0.37    	-1.37   	0.27    	60.97   	-3.00   	2.19    	0.54    	2.09    	-       	
0.42    	-0.72   	0.27    	67.03   	-3.00   	2.19    	0.54    	2.11    	-       	
0.47    	-0.95   	0.27    	74.72   	-3.00   	2.19    	0.54    	2.09    	-       	
0.52    	-1.69   	0.27    	80.80   	-3.00   	2.19    	0.54    	2.09    	-       	
0.58    	1.03    	0.27    	147.94  	-3.00   	2.19    	0.54    	2.08    	-       	
0.65    	3.90    	0.26    	213.79  	-3.00   	2.19    	0.54    	2.10    	-       	
0.70    	1.86    	0.27    	329.79  	-3.00   	2.19    	0.54    	2.10    	-       	
0.74    	3.13    	0.26    	373.81  	-3.00   	2.19    	0.54    	2.10    	-       	
0.79    	6.11    	0.21    	535.77  	-3.00   	2.19    	0.54    	2.09    	-       	
0.84    	6.96    	0.23    	670.53  	-3.00   	2.19    	0.54    	2.07    	-       	
0.89    	5.38    	0.23    	505.95  	-3.00   	2.19    	0.54    	2.07    	-       	
0.94    	-4.08   	0.27    	37.01   	-3.00   	2.19    	0.54    	2.04    	-       	
0.99    	-4.29   	0.28    	23.47   	-3.00   	2.19    	0.54    	2.04    	-       	
1.05    	-4.49   	0.28    	21.79   	-3.00   	2.19    	0.54    	2.07    	-       	
1.09    	-4.39   	0.27    	22.16   	-3.00   	2.19    	0.54    	2.06    	-       	
1.14    	-4.45   	0.28    	21.70   	-3.00   	2.19    	0.55    	2.07    	-       	
1.19    	-4.25   	0.28    	23.06   	-3.00   	2.19    	0.57    	2.07    	-       	
1.24    	-4.41   	0.28    	22.33   	-3.00   	2.19    	0.60    	2.10    	-       	
1.29    	-4.54   	0.28    	20.33   	-3.00   	2.19    	0.64    	2.11    	-       	
1.34    	-4.35   	0.27    	21.83   	-3.00   	2.19    	0.69    	2.11    	-       	
1.38    	-4.45   	0.27    	21.88   	-3.00   	2.19    	0.75    	2.13    	-       	
1.44    	-4.40   	0.28    	21.56   	-3.00   	2.19    	0.81    	2.13    	-       	
1.48    	-4.40   	0.28    	21.24   	-3.00   	2.19    	0.88    	2.12    	-       	
1.53    	-4.41   	0.28    	21.29   	-3.00   	2.19    	0.97    	2.10    	-       	
1.57    	-4.47   	0.28    	21.79   	-3.00   	2.19    	1.07    	2.10    	-       	
1.62    	-2.93   	0.27    	25.99   	-3.00   	2.19    	1.16    	2.08    	-       	
1.67    	-2.87   	0.28    	27.11   	-3.00   	2.19    	1.27    	2.06    	-       	
1.72    	-2.88   	0.27    	26.94   	-3.00   	2.19    	1.37    	2.07    	-       	
1.76    	-2.88   	0.28    	27.55   	-3.00   	2.19    	1.53    	2.07    	-       	
1.82    	-2.86   	0.28    	27.83   	-3.00   	2.19    	1.65    	2.05    	-       	
1.86    	-2.54   	0.27    	31.70   	-3.00   	2.19    	1.82    	2.09    	-       	
1.91    	-2.35   	0.27    	327.13  	-3.00   	2.19    	1.96    	2.06    	-       	
1.97    	-2.44   	0.27    	144.31  	-3.00   	2.19    	2.13    	2.09    	-       	
2.03    	-1.14   	0.27    	136.36  	-3.00   	2.19    	2.30    	2.08    	-       	
2.09    	-1.19   	0.27    	153.09  	-3.00   	2.19    	2.54    	2.08    	-       	
2.17    	-0.77   	0.28    	191.09  	-3.00   	2.19    	2.75    	2.06    	-       	
2.22    	0.11    	0.27    	120.19  	-3.00   	2.19    	3.06    	2.04    	-       	
2.27    	-1.70   	0.27    	149.45  	-3.00   	2.19    	3.39    	2.04    	-       	
2.32    	-1.74   	0.27    	143.67  	-3.00   	2.19    	3.64    	2.04    	-       	
2.38    	-0.50   	0.27    	127.11  	-3.00   	2.19    	3.91    	2.05    	-       	
2.44    	-2.80   	0.28    	223.59  	-3.00   	2.19    	4.21    	2.09    	-       	
2.48    	-12.28  	5.36    	50.73   	-3.00   	2.19    	4.47    	2.06    	-       	
2.50    	-12.36  	5.31    	50.71   	-3.00   	2.19    	4.90    	2.05    	gaze started: billboard_image_1	
2.53    	-12.71  	5.15    	50.61   	-3.00   	2.19    	5.04    	2.04    	-       	
2.56    	-12.79  	4.69    	50.59   	-3.00   	2.19    	5.19    	2.05    	-       	
2.58    	-12.76  	4.74    	50.60   	-3.00   	2.19    	5.37    	2.04    	-       	
2.60    	-12.73  	4.78    	50.61   	-3.00   	2.19    	5.51    	2.04    	-       	
2.63    	-12.74  	5.10    	50.61   	-3.00   	2.19    	5.66    	2.04    	-       	
2.66    	-12.72  	5.29    	50.61   	-3.00   	2.19    	5.85    	2.04    	-       	
2.69    	-12.80  	4.92    	50.59   	-3.00   	2.19    	5.99    	2.03    	-       	
2.71    	-12.82  	4.83    	50.58   	-3.00   	2.19    	6.21    	2.03    	-       	
2.74    	-12.79  	4.80    	50.59   	-3.00   	2.19    	6.37    	2.02    	-       	
2.77    	-12.84  	4.85    	50.58   	-3.00   	2.19    	6.54    	2.03    	gaze fixated: billboard_image_1	
2.79    	-14.59  	5.81    	50.11   	-3.00   	2.19    	6.73    	1.99    	-       	
2.81    	-14.76  	5.63    	50.07   	-3.00   	2.19    	6.89    	2.03    	-       	
2.84    	-14.69  	5.61    	50.08   	-3.00   	2.19    	7.06    	2.01    	-       	
2.87    	-14.82  	5.50    	50.05   	-3.00   	2.19    	7.28    	2.01    	-       	
2.90    	-14.82  	5.53    	50.05   	-3.00   	2.19    	7.44    	2.01    	-       	
2.92    	-14.92  	5.55    	50.02   	-3.00   	2.19    	7.68    	2.00    	-       	
2.95    	-14.94  	5.57    	50.02   	-3.00   	2.19    	7.85    	2.00    	-       	
2.98    	-15.00  	5.66    	50.00   	-3.00   	2.19    	8.04    	2.00    	-       	
3.00    	-15.24  	5.79    	49.94   	-3.00   	2.19    	8.27    	1.97    	-       	
3.03    	-16.15  	5.86    	49.69   	-3.00   	2.19    	8.46    	1.99    	-       	
3.06    	-16.15  	5.89    	49.69   	-3.00   	2.19    	8.65    	2.00    	-       	
3.08    	-15.96  	5.93    	49.74   	-3.00   	2.19    	8.87    	2.00    	-       	
3.10    	-16.37  	5.98    	49.63   	-3.00   	2.19    	9.06    	1.98    	-       	
3.13    	-16.28  	5.94    	49.66   	-3.00   	2.19    	9.25    	2.01    	-       	
3.16    	-16.65  	6.28    	49.56   	-3.00   	2.19    	9.50    	2.03    	-       	
3.18    	-16.51  	6.39    	49.60   	-3.01   	2.19    	9.69    	1.98    	-       	
3.21    	-16.62  	6.21    	49.57   	-3.01   	2.19    	9.90    	1.99    	-       	
3.23    	-16.85  	6.55    	49.50   	-3.01   	2.19    	10.16   	1.99    	-       	
3.26    	-16.32  	6.36    	49.65   	-3.01   	2.19    	10.36   	1.97    	-       	
3.29    	-16.24  	6.51    	49.67   	-3.01   	2.20    	10.56   	1.95    	-       	
3.32    	-14.29  	6.93    	50.19   	-3.01   	2.20    	10.83   	2.01    	-       	
3.34    	-13.04  	6.35    	50.53   	-3.01   	2.20    	11.07   	1.92    	-       	
3.37    	-12.67  	6.71    	50.62   	-3.01   	2.20    	11.28   	1.91    	-       	
3.39    	-13.23  	6.35    	50.48   	-3.01   	2.20    	11.52   	1.96    	-       	
3.42    	-12.57  	6.59    	50.65   	-3.01   	2.20    	11.74   	1.99    	-       	
3.44    	-13.32  	5.35    	50.45   	-3.01   	2.20    	11.97   	1.98    	-       	
3.47    	-13.24  	5.52    	50.47   	-3.01   	2.20    	12.24   	1.95    	-       	
3.50    	-13.04  	5.78    	50.52   	-3.01   	2.20    	12.46   	1.95    	-       	
3.52    	-12.64  	5.89    	50.63   	-3.01   	2.20    	12.77   	1.95    	-       	
3.55    	-12.72  	5.72    	50.61   	-3.01   	2.20    	12.99   	1.95    	-       	
3.58    	-12.39  	5.64    	50.70   	-3.01   	2.20    	13.23   	1.95    	-       	
3.60    	-11.94  	5.83    	50.82   	-3.01   	2.20    	13.53   	1.97    	-       	
3.62    	-12.59  	5.62    	50.65   	-3.01   	2.20    	13.76   	1.95    	-       	
3.66    	-12.65  	5.49    	50.63   	-3.01   	2.20    	13.99   	1.95    	-       	
3.68    	-12.15  	5.88    	50.76   	-3.01   	2.20    	14.30   	1.94    	-       	
3.70    	-12.26  	5.83    	50.74   	-3.01   	2.20    	14.54   	1.95    	-       	
3.73    	-12.52  	6.14    	50.66   	-3.01   	2.20    	14.80   	1.91    	-       	
3.76    	-15.94  	6.36    	49.75   	-3.01   	2.20    	15.10   	1.95    	-       	
3.78    	-17.20  	6.07    	49.41   	-3.01   	2.20    	15.35   	1.96    	-       	
3.81    	-17.20  	6.01    	49.41   	-3.01   	2.20    	15.61   	1.95    	-       	
3.84    	-17.09  	6.08    	49.44   	-3.01   	2.20    	15.93   	2.00    	-       	
3.86    	-17.33  	6.04    	49.38   	-3.01   	2.20    	16.19   	1.98    	-       	
3.89    	-17.33  	5.99    	49.37   	-3.01   	2.20    	16.46   	1.97    	-       	
3.91    	-17.43  	5.94    	49.35   	-3.01   	2.20    	16.78   	1.97    	-       	
3.94    	-17.42  	6.02    	49.35   	-3.01   	2.20    	17.04   	1.98    	-       	
3.97    	-17.44  	6.11    	49.35   	-3.01   	2.20    	17.30   	1.98    	-       	
3.99    	-17.36  	6.22    	49.37   	-3.01   	2.20    	17.64   	1.97    	-       	
4.02    	-17.28  	6.16    	49.39   	-3.01   	2.20    	17.91   	1.97    	-       	
4.04    	-17.15  	6.19    	49.42   	-3.01   	2.20    	18.19   	1.97    	-       	
4.07    	-17.03  	6.15    	49.46   	-3.01   	2.20    	18.52   	1.97    	-       	
4.09    	-17.16  	6.17    	49.42   	-3.01   	2.20    	18.79   	1.98    	-       	
4.12    	0.00    	0.00    	0.00    	-3.01   	2.20    	19.06   	1.94    	-       	
4.17    	-7.32   	0.27    	35.09   	-3.01   	2.20    	19.43   	1.91    	gaze ended: billboard_image_1	
4.23    	-5.75   	0.28    	29.62   	-3.01   	2.20    	19.73   	1.95    	-       	
4.28    	-5.80   	0.28    	30.16   	-3.01   	2.20    	20.39   	1.92    	-       	
4.32    	-5.75   	0.28    	30.43   	-3.01   	2.20    	21.05   	1.96    	-       	
4.37    	-4.93   	0.28    	34.76   	-3.01   	2.20    	21.63   	1.96    	-       	
4.41    	-4.73   	0.28    	41.79   	-3.01   	2.20    	22.30   	1.98    	-       	
4.46    	-4.34   	0.28    	41.17   	-3.01   	2.20    	22.83   	2.00    	-       	
4.51    	-4.15   	0.28    	40.70   	-3.01   	2.20    	23.46   	1.96    	-       	
4.55    	-4.05   	0.28    	40.86   	-3.01   	2.20    	24.02   	1.97    	-       	
4.61    	-4.01   	0.28    	49.36   	-3.01   	2.20    	24.63   	1.99    	-       	
4.65    	-3.44   	0.28    	48.51   	-3.01   	2.20    	25.24   	1.94    	-       	
4.70    	-3.73   	0.28    	51.15   	-3.00   	2.20    	25.99   	1.93    	-       	
4.75    	-2.99   	0.28    	51.08   	-3.00   	2.20    	26.59   	1.93    	-       	
4.79    	-1.62   	0.27    	56.09   	-3.00   	2.20    	27.22   	1.92    	-       	
4.85    	-1.05   	0.27    	64.91   	-3.00   	2.20    	27.88   	1.93    	-       	
4.90    	-0.89   	0.27    	58.72   	-3.00   	2.20    	28.66   	1.88    	-       	
4.95    	-0.67   	0.27    	57.90   	-3.00   	2.19    	29.35   	1.91    	-       	
5.00    	-0.96   	0.27    	57.38   	-3.00   	2.19    	30.12   	1.91    	-       	
5.05    	-0.94   	0.27    	59.33   	-3.00   	2.19    	30.88   	1.93    	-       	
5.10    	-1.14   	0.27    	56.62   	-3.00   	2.19    	31.78   	1.92    	-       	
