seconds 	point x 	point y 	point z 	position x	position y	position z	pupil diameter	flag    	

0.08    	-3.67   	0.28    	31.07   	-3.54   	2.10    	1.15    	3.49    	-       	
0.22    	-2.96   	0.28    	41.67   	-3.54   	2.10    	1.15    	3.56    	-       	
0.26    	-3.43   	0.28    	34.70   	-3.54   	2.10    	1.15    	3.55    	-       	
0.31    	-3.27   	0.28    	36.35   	-3.53   	2.10    	1.15    	3.57    	-       	
0.36    	-3.48   	0.28    	33.98   	-3.53   	2.10    	1.15    	3.58    	-       	
0.41    	-3.11   	0.28    	43.17   	-3.53   	2.10    	1.15    	3.58    	-       	
0.46    	-3.13   	0.27    	44.99   	-3.53   	2.10    	1.15    	3.57    	-       	
0.51    	-3.09   	0.28    	46.77   	-3.53   	2.10    	1.15    	3.55    	-       	
0.56    	-3.50   	0.28    	34.60   	-3.53   	2.10    	1.15    	3.54    	-       	
0.61    	-3.14   	0.28    	40.86   	-3.53   	2.10    	1.15    	3.54    	-       	
0.66    	-3.44   	0.28    	35.21   	-3.53   	2.10    	1.15    	3.56    	-       	
0.71    	-3.44   	0.27    	32.67   	-3.53   	2.10    	1.15    	3.55    	-       	
0.75    	-3.10   	0.28    	43.25   	-3.54   	2.10    	1.15    	3.54    	-       	
0.81    	-3.44   	0.28    	33.82   	-3.54   	2.10    	1.15    	3.53    	-       	
0.86    	-3.38   	0.28    	35.59   	-3.54   	2.10    	1.15    	3.52    	-       	
0.91    	-3.11   	0.28    	40.97   	-3.54   	2.10    	1.15    	3.53    	-       	
0.96    	-3.12   	0.28    	39.47   	-3.53   	2.10    	1.15    	3.54    	-       	
1.01    	-3.46   	0.28    	36.76   	-3.53   	2.10    	1.15    	3.57    	-       	
1.06    	-3.46   	0.27    	37.04   	-3.53   	2.10    	1.15    	3.59    	-       	
1.11    	-3.48   	0.27    	36.96   	-3.53   	2.10    	1.16    	3.60    	-       	
1.15    	-3.12   	0.28    	41.09   	-3.53   	2.10    	1.18    	3.61    	-       	
1.20    	-3.10   	0.28    	43.07   	-3.53   	2.10    	1.21    	3.63    	-       	
1.25    	-2.66   	0.27    	45.89   	-3.53   	2.10    	1.24    	3.72    	-       	
1.30    	-1.52   	0.28    	-0.75   	-3.53   	2.10    	1.29    	0.00    	-       	
1.35    	-1.52   	0.28    	-0.68   	-3.53   	2.10    	1.35    	0.00    	-       	
1.40    	-1.52   	0.28    	-0.62   	-3.53   	2.10    	1.41    	0.00    	-       	
1.44    	-4.06   	0.28    	17.06   	-3.53   	2.10    	1.49    	3.61    	-       	
1.51    	-4.34   	0.28    	20.90   	-3.53   	2.10    	1.57    	3.77    	-       	
1.56    	-3.68   	0.28    	37.98   	-3.53   	2.10    	1.70    	3.76    	-       	
1.61    	-5.00   	0.28    	23.30   	-3.53   	2.10    	1.80    	3.81    	-       	
1.66    	-4.76   	0.28    	27.50   	-3.53   	2.10    	1.93    	3.83    	-       	
1.71    	-4.85   	0.28    	28.49   	-3.53   	2.10    	2.06    	3.83    	-       	
1.76    	-4.94   	0.28    	27.28   	-3.53   	2.10    	2.20    	3.84    	-       	
1.81    	-4.82   	0.28    	27.33   	-3.53   	2.10    	2.33    	3.83    	-       	
1.85    	-4.49   	0.27    	29.75   	-3.53   	2.10    	2.51    	3.83    	-       	
1.91    	-4.55   	0.28    	27.53   	-3.53   	2.10    	2.65    	3.77    	-       	
1.96    	-4.44   	0.28    	27.45   	-3.54   	2.10    	2.85    	3.73    	-       	
2.01    	-4.79   	0.28    	27.16   	-3.54   	2.10    	3.03    	3.69    	-       	
2.05    	-4.88   	0.27    	25.80   	-3.54   	2.10    	3.24    	3.65    	-       	
2.11    	-5.14   	0.28    	23.42   	-3.54   	2.10    	3.42    	3.61    	-       	
2.15    	-5.02   	0.27    	26.34   	-3.54   	2.10    	3.66    	3.60    	-       	
2.21    	-4.96   	0.27    	26.52   	-3.54   	2.10    	3.85    	3.58    	-       	
2.26    	-5.06   	0.28    	24.34   	-3.54   	2.10    	4.08    	3.54    	-       	
2.31    	-5.17   	0.28    	23.14   	-3.54   	2.10    	4.35    	3.51    	-       	
2.36    	-4.98   	0.28    	24.43   	-3.54   	2.10    	4.64    	3.52    	-       	
2.41    	-4.95   	0.28    	22.87   	-3.54   	2.10    	4.87    	3.51    	-       	
2.46    	-5.05   	0.27    	26.57   	-3.54   	2.10    	5.18    	3.52    	-       	
2.51    	-4.84   	0.28    	29.06   	-3.54   	2.10    	5.47    	3.52    	-       	
2.56    	-4.98   	0.27    	26.88   	-3.54   	2.10    	5.76    	3.52    	-       	
2.61    	-4.90   	0.27    	26.95   	-3.54   	2.10    	6.04    	3.52    	-       	
2.65    	-4.95   	0.27    	26.82   	-3.54   	2.10    	6.38    	3.52    	-       	
2.70    	-4.93   	0.27    	26.90   	-3.54   	2.10    	6.66    	3.49    	-       	
2.75    	-4.89   	0.27    	26.88   	-3.54   	2.10    	6.96    	3.52    	-       	
2.81    	-4.89   	0.27    	26.92   	-3.54   	2.10    	7.32    	3.53    	-       	
2.86    	-4.92   	0.28    	27.19   	-3.54   	2.10    	7.74    	3.53    	-       	
2.91    	-4.90   	0.28    	27.16   	-3.54   	2.10    	8.05    	3.53    	-       	
2.96    	-5.26   	0.27    	27.37   	-3.54   	2.10    	8.48    	3.48    	-       	
3.01    	-5.13   	0.28    	28.22   	-3.54   	2.10    	8.83    	3.50    	-       	
3.06    	-5.20   	0.28    	27.42   	-3.54   	2.10    	9.24    	3.49    	-       	
